champions,traits,items,cost_total,placement
"TFT14_Alistar:2,TFT14_Graves:2,TFT14_Jarvan:2,TFT14_Annie:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aphelios:2,TFT14_Zac:1,TFT14_Viego:1,TFT14_Mordekaiser:1","TFT14_Immortal,TFT14_Vanguard,TFT14_ViegoUniqueTrait,TFT14_Virus",,69,6
"TFT14_NidaleeCougar:1,TFT14_Ekko:2,TFT14_LeBlanc:1,TFT14_Naafiri:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Ziggs:2,TFT14_Annie:2,TFT14_Samira:2,TFT14_Zac:2","TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Virus",,75,4
"TFT14_Morgana:1,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Renekton:2,TFT14_Aurora:2,TFT14_Viego:1,TFT14_Gragas:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait",,77,3
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Mordekaiser:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2,TFT14_Viego:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait",,86,1
"TFT14_Alistar:2,TFT14_Darius:1,TFT14_Mordekaiser:2,TFT14_Gragas:1,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Urgot:2,TFT14_Kobuko:2,TFT14_Aurora:2,TFT14_Viego:2,TFT14_Mordekaiser:2","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Immortal,TFT14_Techie,TFT14_ViegoUniqueTrait",,95,2
"TFT14_NidaleeCougar:1,TFT14_Ekko:1,TFT14_Naafiri:2,TFT14_Yuumi:1,TFT14_Neeko:2,TFT14_Ziggs:2,TFT14_Annie:2,TFT14_Kobuko:1","TFT14_Controller,TFT14_Cyberboss,TFT14_Supercharge",,47,8
"TFT14_Kindred:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Naafiri:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Viego:2","TFT14_Armorclad,TFT14_EdgeRunner,TFT14_Marksman,TFT14_Swift,TFT14_Techie,TFT14_ViegoUniqueTrait",,58,7
"TFT14_Jax:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:1,TFT14_Vex:1,TFT14_Sejuani:2,TFT14_Zac:1,TFT14_Aurora:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Virus",,46,8
"TFT14_Sylas:2,TFT14_Vayne:2,TFT14_Illaoi:2,TFT14_Yuumi:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Samira:2,TFT14_Zac:2,TFT14_Aurora:2","TFT14_AnimaSquad,TFT14_Supercharge,TFT14_Vanguard,TFT14_Virus",,78,2
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Renekton:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Overlord,TFT14_Vanguard",,66,4
"TFT14_Poppy:2,TFT14_Ekko:2,TFT14_Veigar:3,TFT14_Mordekaiser:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:1,TFT14_Kobuko:1,TFT14_Viego:1,TFT14_Leona:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait",,59,6
"TFT14_DrMundo:2,TFT14_Rhaast:2,TFT14_Senna:2,TFT14_Jarvan:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Zed:2,TFT14_Renekton:2,TFT14_Garen:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Vanguard",,72,3
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:1,TFT14_Braum:3,TFT14_Draven:2,TFT14_MissFortune:1","TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,36,5
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Yuumi:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,75,1
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Veigar:1,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Chogath:2,TFT14_Viego:2,TFT14_Naafiri:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait",,63,7
"TFT14_KogMaw:2,TFT14_Darius:2,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:3,TFT14_Gragas:2,TFT14_Chogath:2,TFT14_Urgot:1,TFT14_Kobuko:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Techie",,51,1
"TFT14_Morgana:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Renekton:1,TFT14_Aurora:1,TFT14_Viego:1,TFT14_Braum:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait",,67,5
"TFT14_Kindred:1,TFT14_Sylas:1,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:1,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard",,45,8
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:2,TFT14_MissFortune:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,47,4
"TFT14_Sylas:2,TFT14_Vayne:2,TFT14_Rhaast:2,TFT14_Senna:3,TFT14_Jarvan:3,TFT14_Zed:2,TFT14_Leona:1,TFT14_Renekton:1,TFT14_Garen:1,TFT14_Senna:3","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Netgod,TFT14_Overlord,TFT14_Strong,TFT14_Vanguard",,66,3
"TFT14_NidaleeCougar:2,TFT14_Ekko:2,TFT14_Naafiri:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Ziggs:2,TFT14_Annie:2,TFT14_Samira:2,TFT14_Zac:1","TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Virus",,67,2
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:1,TFT14_Vex:2,TFT14_Sejuani:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty",,43,6
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:1,TFT14_Rengar:2,TFT14_Fiddlesticks:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Chogath:2,TFT14_Samira:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,52,4
"TFT14_Sylas:1,TFT14_Jhin:2,TFT14_Rhaast:1,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard",,49,8
"TFT14_DrMundo:2,TFT14_Shaco:2,TFT14_Vayne:2,TFT14_Rhaast:2,TFT14_Senna:3,TFT14_Jarvan:3,TFT14_Vex:1,TFT14_Zed:2,TFT14_Renekton:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Overlord,TFT14_Strong,TFT14_Vanguard",,59,1
"TFT14_Alistar:2,TFT14_Graves:1,TFT14_Jarvan:1,TFT14_Yuumi:3,TFT14_Xayah:1,TFT14_Annie:2,TFT14_Chogath:2,TFT14_Aphelios:2,TFT14_Viego:1","TFT14_Bruiser,TFT14_Immortal,TFT14_Marksman,TFT14_Supercharge,TFT14_ViegoUniqueTrait",,58,7
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,72,2
"TFT14_Morgana:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Aurora:1,TFT14_Viego:2,TFT14_Rengar:2","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait",,73,3
"TFT14_Shaco:1,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:1,TFT14_MissFortune:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,41,5
"TFT14_Vi:1,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2","TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard",,51,6
"TFT14_DrMundo:2,TFT14_Skarner:1,TFT14_Rengar:2,TFT14_Mordekaiser:2,TFT14_Fiddlesticks:3,TFT14_Gragas:3,TFT14_Chogath:2,TFT14_Garen:2,TFT14_Urgot:2,TFT14_Kobuko:2","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Netgod,TFT14_StreetDemon,TFT14_Techie",,86,2
"TFT14_Sylas:2,TFT14_Seraphine:2,TFT14_Illaoi:2,TFT14_Xayah:2,TFT14_Leona:3,TFT14_Aphelios:3,TFT14_Renekton:1,TFT14_Aurora:2","TFT14_AnimaSquad,TFT14_Armorclad,TFT14_Divinicorp,TFT14_Marksman,TFT14_Overlord,TFT14_Techie,TFT14_Thirsty,TFT14_Vanguard",,69,1
"TFT14_Alistar:1,TFT14_Skarner:2,TFT14_Mordekaiser:2,TFT14_Jarvan:2,TFT14_Annie:2,TFT14_Aphelios:2,TFT14_Samira:1,TFT14_Garen:1,TFT14_Viego:1,TFT14_Leona:2","TFT14_BallisTek,TFT14_Bruiser,TFT14_Immortal,TFT14_Marksman,TFT14_Netgod,TFT14_Supercharge,TFT14_Techie,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,68,6
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2,TFT14_Kobuko:2,TFT14_Viego:2,TFT14_Zeri:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_Immortal,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait",,88,4
"TFT14_Kindred:2,TFT14_KogMaw:1,TFT14_TwistedFate:2,TFT14_LeBlanc:1,TFT14_Darius:2,TFT14_Rhaast:1,TFT14_Braum:3,TFT14_Draven:3,TFT14_Zed:2,TFT14_Zeri:2","TFT14_Bruiser,TFT14_Controller,TFT14_Divinicorp,TFT14_Mob,TFT14_Suits,TFT14_Swift,TFT14_Vanguard",,53,3
"TFT14_NidaleeCougar:1,TFT14_Alistar:2,TFT14_Graves:2,TFT14_Jarvan:2,TFT14_Annie:2,TFT14_Aphelios:1,TFT14_Zac:1,TFT14_Garen:1","TFT14_Immortal,TFT14_Netgod,TFT14_Supercharge,TFT14_Vanguard,TFT14_Virus",,42,8
"TFT14_Sylas:2,TFT14_Seraphine:2,TFT14_Ekko:2,TFT14_Yuumi:2,TFT14_Brand:1,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Zac:1,TFT14_Aurora:2","TFT14_AnimaSquad,TFT14_Controller,TFT14_Divinicorp,TFT14_StreetDemon,TFT14_Techie,TFT14_Thirsty,TFT14_Vanguard,TFT14_Virus",,60,7
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:1,TFT14_Brand:1,TFT14_Ziggs:1,TFT14_Samira:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Strong,TFT14_Techie",,43,5
"TFT14_Sylas:1,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:1,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,55,8
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,64,4
"TFT14_Sylas:2,TFT14_Vayne:3,TFT14_Rhaast:2,TFT14_Senna:3,TFT14_Jarvan:3,TFT14_Zed:2,TFT14_Leona:1,TFT14_Zac:1,TFT14_Viego:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Strong,TFT14_Vanguard,TFT14_ViegoUniqueTrait,TFT14_Virus",,59,3
"TFT14_DrMundo:2,TFT14_KogMaw:1,TFT14_Skarner:1,TFT14_Mordekaiser:3,TFT14_Fiddlesticks:3,TFT14_Gragas:2,TFT14_Chogath:2,TFT14_Urgot:1,TFT14_Kobuko:2","TFT14_BallisTek,TFT14_Bruiser,TFT14_Divinicorp,TFT14_Techie",,60,1
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Gragas:2,TFT14_Yuumi:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Samira:1","TFT14_Bruiser,TFT14_Controller,TFT14_Divinicorp,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,50,7
"TFT14_Morgana:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Zac:2,TFT14_Renekton:2,TFT14_Aurora:1,TFT14_Viego:2,TFT14_Kobuko:1","TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Overlord,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait,TFT14_Virus",,86,2
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:2,TFT14_MissFortune:1","TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,38,6
"TFT14_Sylas:2,TFT14_Jhin:1,TFT14_Rhaast:2,TFT14_Jinx:1,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,61,5
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:3,TFT14_Braum:2,TFT14_Draven:2,TFT14_Gragas:2,TFT14_MissFortune:2,TFT14_Vex:1","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,53,5
"TFT14_Sylas:2,TFT14_Vayne:3,TFT14_Rhaast:2,TFT14_Senna:3,TFT14_Jarvan:3,TFT14_Zed:2,TFT14_Leona:2,TFT14_Zac:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Strong,TFT14_Vanguard,TFT14_Virus",,64,1
"TFT14_Sylas:2,TFT14_Seraphine:1,TFT14_Jhin:2,TFT14_Illaoi:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aurora:1,TFT14_Viego:1","TFT14_AnimaSquad,TFT14_Marksman,TFT14_Techie,TFT14_Thirsty,TFT14_Vanguard,TFT14_ViegoUniqueTrait",,45,7
"TFT14_Kindred:2,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Naafiri:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Sejuani:2,TFT14_Zeri:2,TFT14_Aurora:2,TFT14_Viego:2,TFT14_Leona:2","TFT14_Armorclad,TFT14_EdgeRunner,TFT14_Marksman,TFT14_Swift,TFT14_Techie,TFT14_Thirsty,TFT14_ViegoUniqueTrait",,82,2
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:2,TFT14_Rengar:2,TFT14_Neeko:1,TFT14_Brand:2","TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,35,8
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Yuumi:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Chogath:2,TFT14_Samira:1","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,54,4
"TFT14_Sylas:2,TFT14_Jhin:1,TFT14_Jinx:2,TFT14_Braum:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:1,TFT14_Leona:1,TFT14_Aphelios:2","TFT14_AnimaSquad,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard",,52,6
"TFT14_NidaleeCougar:2,TFT14_Kindred:3,TFT14_Shyvana:3,TFT14_Jhin:3,TFT14_Naafiri:2,TFT14_Elise:2,TFT14_Sejuani:2,TFT14_Aurora:1,TFT14_Summon_Turret:2,TFT14_SummonLevel4:4","TFT14_Armorclad,TFT14_EdgeRunner,TFT14_HotRod,TFT14_Marksman,TFT14_Supercharge,TFT14_Thirsty",,96,3
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:2,TFT14_Gragas:2,TFT14_MissFortune:2,TFT14_Zac:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard,TFT14_Virus",,61,1
"TFT14_Graves:2,TFT14_Jarvan:2,TFT14_Xayah:1,TFT14_Annie:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Zac:1,TFT14_Urgot:1,TFT14_Viego:1,TFT14_Renekton:1","TFT14_Cutter,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard,TFT14_ViegoUniqueTrait,TFT14_Virus",,73,8
"TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:2,TFT14_Rengar:2,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon",,57,7
"TFT14_DrMundo:2,TFT14_Alistar:2,TFT14_Darius:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Chogath:2,TFT14_Urgot:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp",,47,4
"TFT14_Morgana:1,TFT14_Jax:2,TFT14_Jhin:2,TFT14_Varus:2,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Renekton:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Overlord,TFT14_Thirsty",,52,6
"TFT14_Zyra:1,TFT14_DrMundo:2,TFT14_Ekko:1,TFT14_Jinx:2,TFT14_Yuumi:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:1,TFT14_Samira:1","TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,46,5
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Veigar:1,TFT14_Mordekaiser:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Samira:1,TFT14_Viego:2,TFT14_Jinx:2","TFT14_Bruiser,TFT14_Controller,TFT14_StreetDemon,TFT14_Techie,TFT14_ViegoUniqueTrait",,63,2
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard",,52,3
"TFT14_Zyra:2,TFT14_DrMundo:1,TFT14_Ekko:1,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:1,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,62,3
"TFT14_Zyra:2,TFT14_DrMundo:1,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:1,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2","TFT14_Controller,TFT14_StreetDemon,TFT14_Techie",,52,6
"TFT14_Morgana:3,TFT14_Sylas:2,TFT14_Vi:3,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Skarner:2,TFT14_Braum:1,TFT14_Jarvan:1","TFT14_Divinicorp,TFT14_Thirsty,TFT14_Vanguard",,26,7
"TFT14_Morgana:2,TFT14_Jax:1,TFT14_Jhin:2,TFT14_Varus:3,TFT14_Mordekaiser:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Sejuani:2,TFT14_Urgot:1,TFT14_Aurora:1","TFT14_Armorclad,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_EdgeRunner,TFT14_Thirsty,TFT14_Virus",,62,1
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:2,TFT14_Rhaast:1,TFT14_Braum:3,TFT14_Draven:3,TFT14_MissFortune:1","TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Vanguard",,37,5
"TFT14_Sylas:2,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Aurora:1","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Thirsty,TFT14_Vanguard",,59,2
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:1,TFT14_Annie:1,TFT14_Samira:1","TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,51,4
"TFT14_NidaleeCougar:1,TFT14_Ekko:2,TFT14_Naafiri:2,TFT14_Yuumi:2,TFT14_Neeko:2,TFT14_Ziggs:1,TFT14_Annie:2,TFT14_Samira:1,TFT14_Kobuko:1","TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge",,54,8
"TFT14_NidaleeCougar:2,TFT14_Kindred:2,TFT14_Shyvana:1,TFT14_Jhin:1,TFT14_Naafiri:3,TFT14_Elise:3,TFT14_Yuumi:2,TFT14_Sejuani:2,TFT14_SummonLevel2:3","TFT14_Armorclad,TFT14_EdgeRunner,TFT14_HotRod,TFT14_Marksman,TFT14_Supercharge,TFT14_Thirsty",,45,8
"TFT14_Shaco:2,TFT14_TwistedFate:3,TFT14_Darius:3,TFT14_Rhaast:2,TFT14_Braum:3,TFT14_Draven:3,TFT14_Gragas:2,TFT14_MissFortune:2,TFT14_Aurora:2","TFT14_Bruiser,TFT14_Divinicorp,TFT14_Mob,TFT14_Swift,TFT14_Thirsty,TFT14_Vanguard",,66,2
"TFT14_Sylas:1,TFT14_Jhin:2,TFT14_Rhaast:2,TFT14_Jinx:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Zac:2","TFT14_AnimaSquad,TFT14_Divinicorp,TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard,TFT14_Virus",,65,5
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Jinx:2,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:1,TFT14_Samira:1,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Techie",,60,6
"TFT14_Zyra:2,TFT14_DrMundo:2,TFT14_Ekko:2,TFT14_Rengar:2,TFT14_Yuumi:1,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Ziggs:2,TFT14_Samira:2,TFT14_Kobuko:2","TFT14_Bruiser,TFT14_Controller,TFT14_Cyberboss,TFT14_StreetDemon,TFT14_Supercharge,TFT14_Techie",,75,1
"TFT14_Vi:2,TFT14_Ekko:3,TFT14_LeBlanc:3,TFT14_Galio:2,TFT14_Yuumi:2,TFT14_Neeko:1,TFT14_Ziggs:1,TFT14_Leona:2","TFT14_Controller,TFT14_Suits,TFT14_Vanguard",,46,4
"TFT14_NidaleeCougar:2,TFT14_Ekko:2,TFT14_Naafiri:3,TFT14_Yuumi:2,TFT14_Neeko:1,TFT14_Ziggs:2,TFT14_Annie:2,TFT14_Samira:1","TFT14_Controller,TFT14_StreetDemon,TFT14_Supercharge",,50,7
"TFT14_Alistar:2,TFT14_Graves:2,TFT14_Jarvan:2,TFT14_Xayah:2,TFT14_Annie:2,TFT14_Leona:2,TFT14_Aphelios:2,TFT14_Zac:2,TFT14_Viego:2,TFT14_Zac:2","TFT14_Immortal,TFT14_Marksman,TFT14_Vanguard,TFT14_ViegoUniqueTrait,TFT14_Virus",,94,3
"TFT14_Ekko:2,TFT14_Graves:1,TFT14_Jinx:3,TFT14_Rengar:3,TFT14_Neeko:2,TFT14_Brand:2,TFT14_Vex:2,TFT14_Urgot:1","TFT14_Controller,TFT14_Cutter,TFT14_Divinicorp,TFT14_StreetDemon",,61,5
"TFT14_Morgana:2,TFT14_Rhaast:2,TFT14_Senna:2,TFT14_Gragas:2,TFT14_Vex:2,TFT14_Zed:2,TFT14_Chogath:2,TFT14_Urgot:1","TFT14_BallisTek,TFT14_Bruiser,TFT14_Cutter,TFT14_Divinicorp,TFT14_Strong",,55,8
